Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-06-27,150.4556,153.1785,150.6639,151.8085,37493680.0,0.0,0.0
2024-06-28,148.6494,150.8537,147.7219,149.4777,32387919.0,0.0,0.0
2024-07-01,147.0308,148.789,146.468,147.7587,60201610.0,0.0,0.0
2024-07-02,147.5381,149.3916,148.4231,148.5286,96911396.0,0.0,0.0
2024-07-03,144.9617,147.2002,146.6947,146.9822,43592909.0,0.0,0.0
2024-07-04,145.7359,146.9624,145.8618,146.3753,106693080.0,0.0,0.0
2024-07-05,148.5459,149.3019,148.5574,148.7348,51553511.0,0.0,0.0
2024-07-08,147.7189,148.6387,147.6282,148.1595,74677573.0,0.0,0.0
2024-07-09,148.3146,149.699,148.4555,149.5364,48277292.0,0.0,0.0
2024-07-10,147.5183,148.1721,147.7968,147.9296,71918169.0,0.0,0.0
2024-07-11,147.3996,148.9737,146.1137,147.6244,70695668.0,0.0,0.0
2024-07-12,145.9433,146.0467,145.7247,146.0093,30492579.0,0.0,0.0
2024-07-15,144.6827,146.4724,145.0432,145.4747,81103034.0,0.0,0.0
2024-07-16,146.0158,147.7719,145.8892,147.0078,100798474.0,0.0,0.0
2024-07-17,142.3247,145.3086,143.1732,144.0497,114264845.0,0.0,0.0
2024-07-18,144.4398,145.6636,144.2396,144.8605,59764445.0,0.0,0.0
2024-07-19,144.285,145.7552,144.6333,145.3325,109252759.0,0.0,0.0
2024-07-22,143.9553,144.6697,143.3877,144.3577,109088725.0,0.0,0.0
2024-07-23,141.3801,142.3537,141.2372,141.9311,118954446.0,0.0,0.0
2024-07-24,142.0533,142.5049,141.7605,142.1108,63575452.0,0.0,0.0
2024-07-25,140.1503,142.0899,141.0758,141.2672,106580235.0,0.0,0.0
2024-07-26,140.7806,142.4229,140.8674,141.7189,80857011.0,0.0,0.0
2024-07-29,140.8161,142.8209,140.7601,141.8127,35244363.0,0.0,0.0
2024-07-30,143.2242,145.4179,144.0816,144.6228,54330760.0,0.0,0.0
2024-07-31,144.2143,144.5392,143.6245,144.2657,90484626.0,0.0,0.0
2024-08-01,141.8054,143.3271,141.6997,142.5617,44452948.0,0.0,0.0
2024-08-02,142.8398,143.6223,142.835,142.9258,69125874.0,0.0,0.0
2024-08-05,143.2239,143.5255,142.5175,143.361,99741711.0,0.0,0.0
2024-08-06,145.0368,145.9552,145.3896,145.7767,43478356.0,0.0,0.0
2024-08-07,145.7447,148.8003,145.5825,147.3038,74693143.0,0.0,0.0
2024-08-08,146.6654,148.5787,146.5651,147.9952,49337279.0,0.0,0.0
2024-08-09,148.7975,152.7511,148.8935,150.6772,78283913.0,0.0,0.0
2024-08-12,148.1165,148.7625,148.3286,148.6024,51664032.0,0.0,0.0
2024-08-13,145.9646,147.7177,146.8985,147.525,116887435.0,0.0,0.0
2024-08-14,145.876,147.1228,144.7887,145.9521,36903103.0,0.0,0.0
2024-08-15,145.177,145.9005,144.8093,145.3291,116722192.0,0.0,0.0
2024-08-16,142.1105,143.4052,142.2985,143.0051,101268745.0,0.0,0.0
2024-08-19,142.7673,144.4842,142.7108,144.1569,107007790.0,0.0,0.0
2024-08-20,143.8285,143.9146,143.7654,143.8305,106635817.0,0.0,0.0
2024-08-21,140.7559,141.9945,140.3204,141.3708,46884836.0,0.0,0.0
2024-08-22,138.4931,140.5588,139.541,139.7142,113798257.0,0.0,0.0
2024-08-23,140.2698,140.5351,140.156,140.2969,83484542.0,0.0,0.0
2024-08-26,141.288,141.8263,141.1283,141.7718,116594156.0,0.0,0.0
2024-08-27,144.187,145.849,145.1864,145.2679,109033268.0,0.0,0.0
2024-08-28,149.828,151.4536,150.4448,150.4974,82164908.0,0.0,0.0
2024-08-29,150.804,152.6925,151.3071,151.3082,63701754.0,0.0,0.0
2024-08-30,148.0033,150.4992,148.7742,149.5819,40555844.0,0.0,0.0
2024-09-02,145.6422,145.9317,145.3729,145.8618,39099554.0,0.0,0.0
2024-09-03,144.5203,146.9427,146.3134,146.3897,65073865.0,0.0,0.0
2024-09-04,144.4391,145.6059,143.7448,145.0266,102986661.0,0.0,0.0
2024-09-05,143.8172,145.0706,143.6019,144.3632,75480942.0,0.0,0.0
2024-09-06,142.6219,145.0034,143.05,143.3641,73358719.0,0.0,0.0
2024-09-09,143.0111,143.7315,143.0894,143.1793,52000835.0,0.0,0.0
2024-09-10,143.1527,147.2217,143.2087,145.0807,80795341.0,0.0,0.0
2024-09-11,145.1127,146.9821,144.0973,145.4125,87426781.0,0.0,0.0
2024-09-12,145.061,146.6886,144.3488,145.194,118392986.0,0.0,0.0
2024-09-13,143.2577,143.5002,142.978,143.4581,95647523.0,0.0,0.0
2024-09-16,139.2707,140.9269,140.4806,140.6602,84649028.0,0.0,0.0
2024-09-17,139.5195,140.0402,139.7129,139.8976,111906911.0,0.0,0.0
2024-09-18,139.0406,140.3188,139.2555,139.8633,68248144.0,0.0,0.0
2024-09-19,142.7196,142.9848,142.7459,142.9194,114145402.0,0.0,0.0
2024-09-20,142.4805,144.6926,141.8729,143.2003,63298593.0,0.0,0.0
2024-09-23,144.8503,145.4378,144.5639,144.957,41500127.0,0.0,0.0
2024-09-24,142.9946,145.2376,142.6424,144.1487,67585736.0,0.0,0.0
2024-09-25,140.628,142.426,141.4519,142.1704,41588973.0,0.0,0.0
2024-09-26,140.2512,140.7118,140.4119,140.5896,40655917.0,0.0,0.0
2024-09-27,139.1727,139.4956,139.3334,139.4271,109308772.0,0.0,0.0
2024-09-30,142.8882,143.5327,142.9835,143.0914,101527550.0,0.0,0.0
2024-10-01,140.4121,142.5952,140.6505,141.7446,49909056.0,0.0,0.0
2024-10-02,142.3372,144.5639,143.0204,143.2353,105394517.0,0.0,0.0
2024-10-03,141.6367,141.9944,141.677,141.7484,36201194.0,0.0,0.0
2024-10-04,142.708,144.1016,143.0657,143.3992,55595742.0,0.0,0.0
2024-10-07,144.0851,144.3359,144.0277,144.1208,93549161.0,0.0,0.0
2024-10-08,143.5412,145.2871,142.4139,143.9077,57341695.0,0.0,0.0
2024-10-09,143.859,145.4657,143.0844,143.8949,95745323.0,0.0,0.0
2024-10-10,142.0317,143.1881,141.0908,142.8258,108690083.0,0.0,0.0
2024-10-11,142.6128,145.1887,143.4256,143.6498,35945552.0,0.0,0.0
2024-10-14,142.2842,143.15,141.7053,142.9248,32157331.0,0.0,0.0
2024-10-15,140.6883,141.3341,140.6744,140.8945,114600181.0,0.0,0.0
2024-10-16,138.084,138.8814,138.5102,138.8059,76841169.0,0.0,0.0
2024-10-17,138.6785,139.3149,138.6014,139.1493,75582692.0,0.0,0.0
2024-10-18,141.1732,142.9552,140.6147,141.8679,71730814.0,0.0,0.0
2024-10-21,141.7142,142.5022,140.7152,142.1974,69025137.0,0.0,0.0
2024-10-22,140.7064,142.6723,141.7635,142.0519,92111409.0,0.0,0.0
2024-10-23,142.154,143.4447,142.181,142.597,82177097.0,0.0,0.0
2024-10-24,144.6781,145.0802,144.4451,144.9074,86397476.0,0.0,0.0
2024-10-25,143.7863,146.5672,144.851,145.3475,90149766.0,0.0,0.0
2024-10-28,144.283,145.3453,144.1252,144.6904,40224084.0,0.0,0.0
2024-10-29,146.0022,147.4843,146.1635,146.6827,63906060.0,0.0,0.0
2024-10-30,146.4946,148.0748,146.5623,147.4983,101145677.0,0.0,0.0
2024-10-31,148.852,151.4797,148.4635,150.3019,85684330.0,0.0,0.0
2024-11-01,150.2266,151.08,149.586,150.693,42273284.0,0.0,0.0
2024-11-04,148.4233,148.6872,148.5399,148.5543,33608550.0,0.0,0.0
2024-11-05,145.7037,146.4388,146.1186,146.1938,82309000.0,0.0,0.0
2024-11-06,149.0972,149.6705,148.8638,149.1786,71555447.0,0.0,0.0
2024-11-07,150.5443,154.1985,151.3491,152.3572,116494634.0,0.0,0.0
2024-11-08,151.5942,153.4516,151.6346,152.0902,77002580.0,0.0,0.0
2024-11-11,151.0213,151.8511,151.1311,151.453,113833986.0,0.0,0.0
2024-11-12,153.6935,154.5044,153.715,154.1942,49289376.0,0.0,0.0
2024-11-13,151.5995,152.6397,151.5656,152.2202,70260382.0,0.0,0.0
2024-11-14,149.68,151.8481,149.4069,150.6549,42566128.0,0.0,0.0
2024-11-15,151.2681,152.4444,151.3855,151.8832,81680623.0,0.0,0.0
2024-11-18,149.3595,151.4734,150.7182,151.2261,46962687.0,0.0,0.0
2024-11-19,150.1918,151.4796,150.4375,151.2773,74303676.0,0.0,0.0
2024-11-20,149.827,152.4608,150.5722,151.0413,60972697.0,0.0,0.0
2024-11-21,151.0658,152.0619,151.3093,151.7151,46715673.0,0.0,0.0
2024-11-22,152.6162,156.4728,152.862,154.361,38712913.0,0.0,0.0
2024-11-25,154.4013,154.758,154.5232,154.5907,76084677.0,0.0,0.0
2024-11-26,154.9817,156.7108,155.8506,155.8523,115258781.0,0.0,0.0
2024-11-27,151.9489,152.4857,151.7575,152.1256,47887342.0,0.0,0.0
2024-11-28,151.0259,152.5131,150.6294,152.0975,66449465.0,0.0,0.0
2024-11-29,148.5705,150.6911,149.2356,150.6265,50214597.0,0.0,0.0
2024-12-02,148.1348,148.5833,148.3768,148.4989,102807264.0,0.0,0.0
2024-12-03,146.4218,148.2275,145.8101,147.001,67341224.0,0.0,0.0
2024-12-04,146.4302,146.841,145.9311,146.4714,117697541.0,0.0,0.0
2024-12-05,146.9137,148.9323,147.5364,148.1493,52065074.0,0.0,0.0
2024-12-06,145.8017,146.1688,145.2637,145.8683,37266175.0,0.0,0.0
2024-12-09,145.9527,146.2497,145.9403,145.9803,82426816.0,0.0,0.0
2024-12-10,144.9663,145.6821,144.9947,145.1927,88650252.0,0.0,0.0
2024-12-11,144.6176,144.8611,144.1166,144.6807,119166717.0,0.0,0.0
2024-12-12,145.9485,147.6689,146.2579,146.4908,108426817.0,0.0,0.0
2024-12-13,146.7123,148.7459,146.4632,147.4988,109575294.0,0.0,0.0
2024-12-16,149.4475,151.1255,149.6043,149.945,87081099.0,0.0,0.0
2024-12-17,149.6666,150.2846,149.6093,149.7272,62383337.0,0.0,0.0
2024-12-18,148.4103,148.7209,148.2983,148.5414,68612350.0,0.0,0.0
2024-12-19,147.8824,148.9678,147.8506,148.2021,42037036.0,0.0,0.0
2024-12-20,148.603,149.2041,148.43,148.6935,68796872.0,0.0,0.0
2024-12-23,148.3603,149.1193,148.9319,149.0685,62799470.0,0.0,0.0
2024-12-24,147.0956,147.3732,146.7655,147.2002,33230899.0,0.0,0.0
2024-12-25,147.0619,148.3584,147.0402,147.4191,48402097.0,0.0,0.0
2024-12-26,147.376,148.6827,147.4189,147.8825,78114067.0,0.0,0.0
2024-12-27,152.1166,153.1325,152.431,152.4791,63240869.0,0.0,0.0
2024-12-30,156.0121,157.2367,155.4644,156.0146,119418869.0,0.0,0.0
2024-12-31,154.3177,154.8077,154.0867,154.4871,73067495.0,0.0,0.0
2025-01-01,152.4989,155.6423,152.9427,154.0169,116283677.0,0.0,0.0
2025-01-02,151.3943,152.1108,151.0612,151.3963,89464006.0,0.0,0.0
2025-01-03,149.5595,151.4278,148.9403,150.3871,33635930.0,0.0,0.0
2025-01-06,150.5158,151.0205,150.0642,151.0181,48310063.0,0.0,0.0
2025-01-07,152.6449,155.1761,153.0901,153.2806,93521730.0,0.0,0.0
2025-01-08,151.3774,152.4156,151.8496,152.0061,79060579.0,0.0,0.0
2025-01-09,149.9149,150.9545,150.7357,150.8779,57158837.0,0.0,0.0
2025-01-10,145.7979,147.8073,146.1406,147.0987,76987618.0,0.0,0.0
2025-01-13,146.5904,147.0094,146.7393,146.8706,111269023.0,0.0,0.0
2025-01-14,144.6398,145.2703,143.9362,145.068,64983725.0,0.0,0.0
2025-01-15,143.7929,145.2866,142.9191,144.207,34060327.0,0.0,0.0
2025-01-16,141.8205,143.5195,141.1587,142.7546,57986331.0,0.0,0.0
2025-01-17,141.2806,144.4982,141.5957,142.6503,114228669.0,0.0,0.0
2025-01-20,139.4404,140.1321,138.4693,139.7288,98559964.0,0.0,0.0
2025-01-21,136.9255,138.2673,137.2893,137.3454,105372816.0,0.0,0.0
2025-01-22,139.3041,141.7751,140.2437,140.9563,112044600.0,0.0,0.0
2025-01-23,138.8052,139.4716,138.5462,138.8509,40575394.0,0.0,0.0
2025-01-24,136.266,138.163,135.3932,137.0902,55440540.0,0.0,0.0
2025-01-27,139.3109,140.7936,139.4795,140.2017,35384190.0,0.0,0.0
2025-01-28,145.1376,145.8393,144.7195,145.2335,30426208.0,0.0,0.0
2025-01-29,143.2371,143.453,143.169,143.2633,105123689.0,0.0,0.0
2025-01-30,142.4303,143.0201,140.8588,142.6887,114325243.0,0.0,0.0
2025-01-31,142.8491,143.6884,143.07,143.332,44018190.0,0.0,0.0
